Name,Location,Total,Arson,Assault,Burglary,Disturbing the Peace,Drugs/Alcohol Violations,DUI,Fraud,Homicide,Motor Vehicle Theft,Robbery,Sex Crimes,Theft/Larceny,Vandalism,Vehicle Break-In/Theft,Weapons
Museum Tower,"225 S Olive St, Los Angeles, CA 90012",109,0,32,5,0,0,0,0,0,16,11,1,22,0,22,0
NRE - The Bard Apartments,"756 S Normandie Ave, Los Angeles, CA 90005",61,0,15,10,0,0,0,0,1,9,7,0,9,0,10,0
National City Tower,"810 S Spring St, Los Angeles, CA 90014",258,2,62,9,0,0,0,0,0,42,26,2,61,0,54,0
New Hampshire Terrace,"864 S New Hampshire, Los Angeles, CA 90005",66,0,18,11,0,0,0,0,2,10,10,0,5,0,10,0
Next on Sixth,"620 S Virgil Ave, Los Angeles, CA 90005",71,1,21,7,0,0,0,0,1,11,7,1,12,0,10,0
OSM USC Housing,"1239 W 30th St, Los Angeles, CA 90007",77,0,6,6,0,0,0,0,0,18,1,0,39,0,7,0
Olive DTLA,"1213-1237 S Olive St, Los Angeles, CA 90015",238,1,32,4,0,0,0,0,0,59,14,1,70,0,57,0
Olympic by Windsor,"936 S Olive St, Los Angeles, CA 90015",289,1,36,7,0,0,0,0,0,56,23,0,95,0,71,0
Onyx DTLA,"424 W Pico Blvd, Los Angeles, CA 90015",160,2,21,6,0,0,0,0,0,46,9,1,26,0,49,0
PRE - The President,"669 S Union Ave, Los Angeles, CA 90017",106,1,32,12,0,0,0,0,1,16,18,0,15,0,11,0
Pacific Electric Lofts,"610 S Main St, Los Angeles, CA 90014",252,1,79,11,0,0,0,0,1,36,26,2,57,0,39,0
Packard Lofts,"1000 S Hope St, Los Angeles, CA 90015",256,1,33,6,0,0,0,0,0,53,18,1,81,0,63,0
Park Fifth,"427 W 5th St, Los Angeles, CA 90013",201,0,46,10,0,0,0,0,0,25,23,1,50,0,46,0
Park Gramercy Apartments,"849 S Gramercy Dr, Los Angeles, CA 90005",53,0,11,9,0,0,0,0,0,11,4,0,8,0,10,0
Park View Apartments,"511 Park View, Los Angeles, CA 90057",72,0,26,6,0,0,0,0,1,7,9,1,14,0,8,0
Park Wilshire,"2424 Wilshire Blvd, Los Angeles, CA 90057",76,0,27,4,0,0,0,0,1,11,11,1,12,0,9,0
Pegasus,"612 S Flower St, Los Angeles, CA 90017",227,0,38,10,0,0,0,0,0,36,20,2,77,0,44,0
Phoenix Apartments (Brand New),"1421-1439 W Adams Blvd, Los Angeles, CA 90007",58,0,6,4,0,0,0,0,0,12,2,0,29,0,5,0
Plaza at Lafayette,"401 S La Fayette Park Pl, Los Angeles, CA 90057",52,1,14,5,0,0,0,0,0,6,5,1,9,0,11,0
Premiere Towers,"621 S Spring St, Los Angeles, CA 90014",271,1,75,11,0,0,0,0,0,37,27,2,70,0,48,0
Prince Rupert Apartments,"1305 Ingraham St, Los Angeles, CA 90017",101,1,26,12,0,0,0,0,1,19,12,1,14,0,15,0
Private Furnished Rooms - Co-Living Life,"2651 S Hobart Blvd, Los Angeles, CA 90018",24,0,5,0,0,0,0,0,0,8,1,0,5,0,5,0
Private Suite - Co-living Life,"1430 W 37th St, Los Angeles, CA 90018",42,0,5,8,0,0,0,0,0,13,5,1,3,0,7,0
Radius Koreatown,"680 S Berendo St, Los Angeles, CA 90005",82,0,22,12,0,0,0,0,2,10,12,1,11,0,12,0
Renaissance Tower,"501 W Olympic Blvd, Los Angeles, CA 90015",266,1,36,6,0,0,0,0,0,54,20,0,84,0,65,0
Rise Koreatown,"750 S Oxford Ave, Los Angeles, CA 90005",61,0,13,5,0,0,0,0,0,14,4,0,10,0,15,0
SB Main,"111 W 7th St, Los Angeles, CA 90014",268,1,73,12,0,0,0,0,0,38,26,2,72,0,44,0
SB Manhattan,"215 W 6th St, Los Angeles, CA 90014",264,1,72,11,0,0,0,0,0,36,27,2,66,0,49,0
SB Spring,"650 S Spring St, Los Angeles, CA 90014",276,1,75,14,0,0,0,0,0,38,26,2,72,0,48,0
SB Tower,"600 S Spring St, Los Angeles, CA 90014",265,1,75,12,0,0,0,0,0,37,27,2,65,0,46,0
Santee Court,"716-718 S Los Angeles St, Los Angeles, CA 90014",240,1,69,11,0,0,0,0,0,35,26,2,58,0,38,0
Sentral DTLA at 732 S. Spring,"732 S Spring St, Los Angeles, CA 90014",263,2,68,11,0,0,0,0,0,39,27,2,64,0,50,0
Sentral DTLA at 755 S. Spring,"755 S Spring St, Los Angeles, CA 90014",258,2,61,11,0,0,0,0,0,40,25,2,65,0,52,0
SevenWest,"1331 W 7th St, Los Angeles, CA 90017",98,1,23,12,0,0,0,0,1,20,12,1,14,0,14,0
Sienna,"1011 S Serrano Ave, Los Angeles, CA 90006",56,1,4,14,0,0,0,0,0,13,3,0,12,0,9,0
Skye at Bunker Hill,"234 S Figueroa St, Los Angeles, CA 90012",50,0,12,1,0,0,0,0,0,7,4,0,12,0,14,0
South Kenmore Apartments,"915 S Kenmore Ave, Los Angeles, CA 90006",61,0,11,13,0,0,0,0,2,9,11,0,7,0,8,0
South Park by Windsor,"939 S Hill St, Los Angeles, CA 90015",293,1,40,8,0,0,0,0,0,57,21,0,98,0,68,0
South Virgil Apartments,"615 S Virgil Ave, Los Angeles, CA 90005",78,0,22,11,0,0,0,0,2,11,9,1,12,0,10,0
Spring Arcade Building,"541 S Spring St, Los Angeles, CA 90013",263,1,72,11,0,0,0,0,0,35,25,2,67,0,50,0
Spring Tower Lofts,"639 S Spring St, Los Angeles, CA 90014",276,1,74,12,0,0,0,0,0,39,26,2,71,0,51,0
Sunflower Norton Apartments,"1242 S Norton Ave, Los Angeles, CA 90019",41,3,4,6,0,0,0,0,0,10,7,0,7,0,4,0
"TENTEN DOWNTOWN 10 Weeks Free & $1,000 Back*","1027 Wilshire Blvd, Los Angeles, CA 90017",150,0,26,8,0,0,0,0,1,17,16,1,53,0,28,0
"TENTEN WILSHIRE 10 Weeks Free + $1,000 Back*","1010 Wilshire Blvd, Los Angeles, CA 90017",171,1,30,10,0,0,0,0,1,27,14,1,57,0,30,0
THEA at Metropolis,"1000 W 8th St, Los Angeles, CA 90017",191,1,32,11,0,0,0,0,1,30,15,1,64,0,36,0
The 505,"505 W 31st St, Los Angeles, CA 90007",66,0,7,3,0,0,0,0,0,13,3,0,33,0,7,0
The 900,"900 S Vermont Ave, Los Angeles, CA 90006",62,0,14,11,0,0,0,0,2,11,10,0,4,0,10,0
The Ashby @ 8th,"808 S Hobart Blvd, Los Angeles, CA 90005",60,0,12,5,0,0,0,0,0,12,4,0,10,0,17,0
The Audrey,"700 S Manhattan Pl, Los Angeles, CA 90005",54,0,13,3,0,0,0,0,0,13,5,0,8,0,12,0
The BORA 3170,"3170 W Olympic Blvd, Los Angeles, CA 90006",59,0,5,17,0,0,0,0,0,13,3,0,13,0,8,0
The Brockman Lofts,"530 W 7th St, Los Angeles, CA 90014",262,0,47,9,0,0,0,0,0,41,23,1,91,0,50,0
The Cascades,"1136 W 36th St, Los Angeles, CA 90007",62,0,5,4,0,0,0,0,0,15,2,0,26,0,10,0
The Chapman Flats,"756 S Broadway, Los Angeles, CA 90014",254,2,56,9,0,0,0,0,0,42,23,1,65,0,56,0
The Charleston Apartments,"729 S Union Ave, Los Angeles, CA 90017",112,1,37,11,0,0,0,0,1,17,18,0,15,0,12,0
The Emerson,"225 S Grand Ave, Los Angeles, CA 90012",82,0,21,1,0,0,0,0,0,13,7,1,18,0,21,0
The Enchanted,"826 S Hobart Blvd, Los Angeles, CA 90005",62,0,12,5,0,0,0,0,0,13,4,0,10,0,18,0
The Flat,"750 S Garland Ave, Los Angeles, CA 90017",158,1,26,11,0,0,0,0,1,28,16,1,52,0,22,0
The Frazier,"1107 S Hobart Blvd, Los Angeles, CA 90006",57,0,2,19,0,0,0,0,0,12,3,0,12,0,9,0
The Gemma,"3540 Wilshire Blvd, Los Angeles, CA 90010",73,0,18,9,0,0,0,0,1,10,8,0,11,0,16,0
The Great Republic Lofts,"756 S Spring St, Los Angeles, CA 90014",260,2,68,9,0,0,0,0,0,38,27,2,64,0,50,0
The Hana,"801 S Berendo St, Los Angeles, CA 90005",68,0,20,10,0,0,0,0,2,11,9,0,6,0,10,0
The Harper,"800 S Harvard Blvd, Los Angeles, CA 90005",65,0,15,5,0,0,0,0,0,13,4,0,11,0,17,0
The Irolo,"932 Irolo St, Los Angeles, CA 90006",61,0,7,17,0,0,0,0,0,14,5,0,7,0,11,0
The Kenmore,"966 S Kenmore Ave, Los Angeles, CA 90006",60,0,9,19,0,0,0,0,1,8,10,0,6,0,7,0
The Langham,"715 S Normandie Ave, Los Angeles, CA 90005",64,0,15,9,0,0,0,0,1,9,9,0,8,0,13,0
The Lofts at the Security Building Apartments,"510 S Spring St, Los Angeles, CA 90013",243,1,71,9,0,0,0,0,0,32,26,2,57,0,45,0
The Lorenzo- Student Housing near USC,"325 W Adams Blvd, Los Angeles, CA 90007",53,0,9,3,0,0,0,0,0,13,4,0,19,0,5,0
The Medici,"725 S Bixel St, Los Angeles, CA 90017",181,1,29,11,0,0,0,0,1,29,15,1,63,0,31,0
The Met,"950 S Flower St, Los Angeles, CA 90015",253,1,37,7,0,0,0,0,1,48,19,0,80,0,60,0
The Mint,"1136 W 6th St, Los Angeles, CA 90017",91,1,23,6,0,0,0,0,1,14,13,2,17,0,14,0
The Nexen,"2968 W 7th St, Los Angeles, CA 90005",74,0,25,9,0,0,0,0,3,11,10,1,8,0,7,0
The Oxford @ Olympic,"979-985 S Oxford Ave, Los Angeles, CA 90006",58,1,4,14,0,0,0,0,0,13,3,0,12,0,11,0
The Pearl,"687 S Hobart Blvd, Los Angeles, CA 90005",68,0,17,2,0,0,0,0,0,13,6,0,11,0,19,0
The Piero,"609 St Paul Ave, Los Angeles, CA 90017",151,0,29,8,0,0,0,0,1,16,16,1,53,0,27,0
The Ten Apartments,"2336 Crenshaw Blvd, Los Angeles, CA 90016",19,0,5,2,0,0,0,0,0,7,0,0,1,0,4,0
The Thompson,"3345 Wilshire Blvd, Los Angeles, CA 90010",64,0,18,10,0,0,0,0,2,10,7,0,9,0,8,0
The Vermont,"3150 Wilshire Blvd, Los Angeles, CA 90010",77,0,22,13,0,0,0,0,2,12,10,1,9,0,8,0
The View,"3460 W 7th St, Los Angeles, CA 90005",71,0,18,6,0,0,0,0,1,11,8,0,10,0,17,0
The Visconti,"1221 W 3rd St, Los Angeles, CA 90017",51,0,15,4,0,0,0,0,0,14,2,2,4,0,10,0
The Walnut Building,"691 Mill St, Los Angeles, CA 90021",28,0,3,1,0,0,0,0,0,4,1,0,4,0,15,0
The Wendover Apartments,"840 Hobart Blvd, Los Angeles, CA 90005",63,0,12,8,0,0,0,0,0,13,4,0,9,0,17,0
Title Guarantee Lofts,"411 W 5th St, Los Angeles, CA 90013",211,1,49,10,0,0,0,0,0,26,25,1,53,0,46,0
Topaz,"550 S Main St, Los Angeles, CA 90013",260,1,82,11,0,0,0,0,1,35,29,2,57,0,42,0
Townhome for Rent,"1041 Leighton Ave, Los Angeles, CA 90037",35,0,7,6,0,0,0,0,0,8,3,0,7,0,4,0
Townhome for Rent,"1110 W 54th St, Los Angeles, CA 90037",66,1,15,3,0,0,0,0,0,13,11,0,19,0,4,0
Townhome for Rent,"1141 Irolo St, Los Angeles, CA 90006",57,0,3,21,0,0,0,0,0,12,3,0,12,0,6,0
Townhome for Rent,"1200 W 24th St, Los Angeles, CA 90007",53,0,7,6,0,0,0,0,0,17,4,0,15,0,4,0
Townhome for Rent,"1208 W 25th St, Los Angeles, CA 90007",66,0,7,6,0,0,0,0,0,20,4,0,25,0,4,0
Townhome for Rent,"1212 Fedora St, Los Angeles, CA 90006",52,0,4,23,0,0,0,0,0,7,6,0,6,0,6,0
Townhome for Rent,"1224 W 37th Pl, Los Angeles, CA 90007",45,0,5,5,0,0,0,0,0,13,2,0,12,0,8,0
Townhome for Rent,"1265 W 35th St, Los Angeles, CA 90007",51,0,5,9,0,0,0,0,0,11,1,0,14,0,11,0
Townhome for Rent,"1316 W 35th St, Los Angeles, CA 90007",41,0,5,7,0,0,0,0,0,9,1,0,9,0,10,0
Townhome for Rent,"1339 W 35th Pl, Los Angeles, CA 90007",43,0,5,10,0,0,0,0,0,9,1,0,8,0,10,0
Townhome for Rent,"1356 W 30th St, Los Angeles, CA 90007",60,0,6,4,0,0,0,0,0,18,1,0,22,0,9,0
Townhome for Rent,"1360 W 24th St, Los Angeles, CA 90007",55,0,6,5,0,0,0,0,0,17,4,0,17,0,6,0
Townhome for Rent,"1374 W 35th Pl, Los Angeles, CA 90007",41,0,5,10,0,0,0,0,0,9,1,0,7,0,9,0
Townhome for Rent,"1432 E 20th St, Los Angeles, CA 90011",43,0,7,1,0,0,0,0,0,8,5,0,10,0,12,0
Townhome for Rent,"1603 W 35th St, Los Angeles, CA 90018",32,0,4,8,0,0,0,0,0,6,5,0,6,0,3,0
Townhome for Rent,"1609 W 35th Pl, Los Angeles, CA 90018",35,0,8,8,0,0,0,0,0,6,5,0,5,0,3,0
Townhome for Rent,"1618 W 35th Pl, Los Angeles, CA 90018",36,0,8,8,0,0,0,0,0,8,5,0,5,0,2,0
Townhome for Rent,"1621 E 46th St, Los Angeles, CA 90011",20,1,5,0,0,0,0,0,0,8,4,0,0,0,2,0
Townhome for Rent,"1621 S Van Ness Ave, Los Angeles, CA 90019",38,3,5,6,0,0,0,0,0,8,4,0,6,0,6,0
Townhome for Rent,"1635 E 33rd St, Los Angeles, CA 90011",13,1,3,0,0,0,0,0,0,4,2,0,1,0,2,0
Townhome for Rent,"1637 E 33rd St, Los Angeles, CA 90011",13,1,3,0,0,0,0,0,0,4,2,0,1,0,2,0
Townhome for Rent,"1813 W Adams Blvd, Los Angeles, CA 90018",20,0,2,0,0,0,0,0,0,7,0,0,6,0,5,0
Townhome for Rent,"1822 Orchard Ave, Los Angeles, CA 90006",40,0,8,6,0,0,0,0,0,9,8,0,4,0,5,0
Townhome for Rent,"1822 Orchard Ave., Los Angeles, CA 90006",40,0,8,6,0,0,0,0,0,9,8,0,4,0,5,0
Townhome for Rent,"234 E 27th St, Los Angeles, CA 90011",46,0,7,3,0,0,0,0,0,14,4,0,7,0,11,0
Townhome for Rent,"2663 5th Ave, Los Angeles, CA 90018",25,0,2,0,0,0,0,0,0,9,0,0,2,0,12,0
Townhome for Rent,"2688 Orchard Ave, Los Angeles, CA 90007",70,0,7,6,0,0,0,0,0,19,1,0,32,0,5,0
Townhome for Rent,"3011 S Budlong Ave, Los Angeles, CA 90007",51,0,4,8,0,0,0,0,0,14,1,0,13,0,11,0
Townhome for Rent,"3505 Raymond Ave, Los Angeles, CA 90007",43,0,5,9,0,0,0,0,0,10,1,0,8,0,10,0
Townhome for Rent,"3915 Brighton Ave, Los Angeles, CA 90062",39,1,12,3,0,0,0,0,0,11,2,1,5,0,4,0
Townhome for Rent,"3968 Arlington Ave, Los Angeles, CA 90008",12,0,0,1,0,0,0,0,0,5,0,0,0,0,6,0
Townhome for Rent,"3996 La Salle Ave, Los Angeles, CA 90062",42,1,14,0,0,0,0,0,0,12,1,2,7,0,5,0
Townhome for Rent,"4151 Brighton Ave, Los Angeles, CA 90062",39,1,12,1,0,0,0,0,0,10,2,1,6,0,6,0
Townhome for Rent,"4232 S Olive St, Los Angeles, CA 90037",75,0,9,3,0,0,0,0,0,7,4,1,43,0,8,0
Townhome for Rent,"4306 S Normandie Ave, Los Angeles, CA 90037",31,1,9,1,0,0,0,0,1,7,2,0,2,0,8,0
Townhome for Rent,"4416 8th Ave, Los Angeles, CA 90043",13,0,5,1,0,0,0,0,0,2,1,0,2,0,2,0
Townhome for Rent,"4418 8th Ave, Los Angeles, CA 90008",13,0,5,1,0,0,0,0,0,2,1,0,2,0,2,0
Townhome for Rent,"5430 S Wilton Pl, Los Angeles, CA 90062",59,0,24,4,0,0,0,0,0,13,9,1,5,0,3,0
Townhome for Rent,"608 W 42nd St, Los Angeles, CA 90037",43,0,10,2,0,0,0,0,0,5,5,0,13,0,8,0
Trademark,"437 S Hill St, Los Angeles, CA 90013",201,0,45,10,0,0,0,0,0,24,23,1,52,0,46,0
Tremont Apartments,"514 S Catalina St, Los Angeles, CA 90020",82,0,19,13,0,0,0,0,2,11,13,0,12,0,12,0
Tripalink Co-living Apartments,"1147 W 37th St, Los Angeles, CA 90007",57,0,5,6,0,0,0,0,0,14,2,0,21,0,9,0
Tripalink-1344 W 37th Pl,"1344 W 37th Pl, Los Angeles, CA 90007",39,0,3,7,0,0,0,0,0,11,2,1,7,0,8,0
Tuscani Villas,"369 Columbia Ave, Los Angeles, CA 90017",93,1,25,12,0,0,0,0,0,16,10,3,14,0,12,0
Tuscany Apartments Student Living,"3770 S Figueroa St, Los Angeles, CA 90007",43,0,1,3,0,0,0,0,0,13,1,0,21,0,4,0
University Gateway,"3335 S Figueroa St, Los Angeles, CA 90007",77,0,6,4,0,0,0,0,0,18,2,0,40,0,7,0
Views,"723 S St Andrews Pl, Los Angeles, CA 90005",55,0,13,5,0,0,0,0,0,13,4,0,9,0,11,0
WILCO Apartments,"2525 Wilshire Blvd, Los Angeles, CA 90057",75,0,27,3,0,0,0,0,1,10,11,1,13,0,9,0
Watermarke Tower,"705 W 9th St, Los Angeles, CA 90015",242,1,36,8,0,0,0,0,1,40,20,0,81,0,55,0
West 27th,"2700 S Figueroa St, Los Angeles, CA 90007",62,0,7,4,0,0,0,0,0,12,2,0,32,0,5,0
Western Towers,"1057 S Western Ave, Los Angeles, CA 90006",59,2,5,15,0,0,0,0,0,12,4,0,11,0,10,0
Westland @ Regina,"420 S Westlake Ave, Los Angeles, CA 90057",74,0,24,9,0,0,0,0,0,8,13,0,14,0,6,0
Westmore on Wilshire,"3075 Wilshire Blvd, Los Angeles, CA 90010",79,0,23,12,0,0,0,0,2,11,10,1,12,0,8,0
Westmoreland Apartments,"500 S Westmoreland Ave, Los Angeles, CA 90020",81,1,23,11,0,0,0,0,1,10,11,1,13,0,10,0
Wilshire Valencia,"1515 Wilshire Blvd, Los Angeles, CA 90017",111,1,36,12,0,0,0,0,1,18,15,1,15,0,12,0
Wilshire Vermont,"3183 Wilshire Blvd, Los Angeles, CA 90010",86,0,23,14,0,0,0,0,2,12,11,1,12,0,11,0
Windsor Court,"900 S Irolo St, Los Angeles, CA 90006",60,0,10,11,0,0,0,0,1,15,5,0,8,0,10,0
Wren,"1230 S Olive St, Los Angeles, CA 90015",179,1,25,7,0,0,0,0,0,51,10,1,35,0,49,0
mResidences Olympic & Olive,"1001 S Olive St, Los Angeles, CA 90015",260,1,31,5,0,0,0,0,0,55,17,1,83,0,67,0
the 314 DTLA,"601 S Broadway, Los Angeles, CA 90014",252,1,65,11,0,0,0,0,0,34,24,1,66,0,50,0
